"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A Design of Cyber-physical Production System Prototype Based on an Ethereum Private Network","M. Y. Afanasev; A. A. Krylova; S. A. Shorokhov; Y. V. Fedosov; A. S. Sidorenko","School of Computer Technologies and Control, ITMO University, St. Petersburg, Russia; School of Computer Technologies and Control, ITMO University, St. Petersburg, Russia; School of Computer Technologies and Control, ITMO University, St. Petersburg, Russia; School of Computer Technologies and Control, ITMO University, St. Petersburg, Russia; School of Computer Technologies and Control, ITMO University, St. Petersburg, Russia","2018 22nd Conference of Open Innovations Association (FRUCT)","","2018","","","3","11","","","","10.23919/FRUCT.2018.8468296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8468296","","Protocols;Contracts;Internet of Things;Cyber-physical systems;Standards;Production","contracts;cryptography;cyber-physical systems;data privacy;electronic money;manufacturing systems;production engineering computing","Ethereum private blockchain system;cryptocurrency;cyber-physical production system prototype;Ethereum private network;cyber-physical production systems;identity verification services;CPPS backbone network;smart contracts","","","","","","","","","","IEEE","IEEE Conferences"
"Backchanneling Quantum Bit (Qubit) 'Shuffling': Quantum Bit (Qubit) 'Shuffling' as Added Security by Slipstreaming Q-Morse","J. Ronczka","NA","2016 3rd Asia-Pacific World Congress on Computer Science and Engineering (APWC on CSE)","","2016","","","106","115","","","","10.1109/APWC-on-CSE.2016.028","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7941948","Cypher;Quantum bit (Qubit);entanglement;shuffling;Morse;containment wave;Backchannelling","Ciphers;Quantum entanglement;Internet of Things;Sensors;Quantum computing","codes;public key cryptography;quantum cryptography","backchanneling quantum bit shuffling;backchanneling qubit shuffling;slipstreaming Q-Morse code;communication security;quantum cyphers;random radicals;Rivest-Shamir-Adleman;RSA;digital signature algorithm;DSA;elliptic curve digital signature algorithm;ECDSA;backchannelling quantum Morse code;blockchain ledger history;predicted-expected sender-receiver properties","","","","","","","","","","IEEE","IEEE Conferences"
"Reliability and scalability improvements to identity federations by managing SAML metadata with distributed ledger technology","M. Grabatin; W. Hommel","Institute for Software Technology, Bundeswehr University Munich, Munich, Germany; Institute for Software Technology, Bundeswehr University Munich, Munich, Germany","NOMS 2018 - 2018 IEEE/IFIP Network Operations and Management Symposium","","2018","","","1","6","","","","10.1109/NOMS.2018.8406310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406310","Federated Identity Management;SAML;Access Management;Distributed Ledger;Blockchain;Internet of Things","Metadata;Scalability;Protocols;Law;Reliability;Software","authorisation;certification;data privacy;meta data","metadata distribution;IDP;certificate transparency;OpenID Connect federation building flexibility;SAML metadata management;SAML federation metadata;X.509v3 server certificates;Global-PKI certificate authorities;federation membership;authorization;SP-specific credentials;service providers;distributed ledger technology;scalability improvements;traditional SAML federations","","","","","","","","","","IEEE","IEEE Conferences"
"An Overview of Smart Contract: Architecture, Applications, and Future Trends","S. Wang; Y. Yuan; X. Wang; J. Li; R. Qin; F. Wang","The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China; The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China; The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China; The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China; The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China; The State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China","2018 IEEE Intelligent Vehicles Symposium (IV)","","2018","","","108","113","","","","10.1109/IVS.2018.8500488","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8500488","contract;Ethereum;ACP approach;parallel blockchain","Contracts;Bitcoin;Fabrics;Protocols;Computer languages;Market research","","","","","","","","","","","","IEEE","IEEE Conferences"
"Make Users Own Their Data: A Decentralized Personal Data Store Prototype Based on Ethereum and IPFS","M. Alessi; A. Camillo; E. Giangreco; M. Matera; S. Pino; D. Storelli","Engineering-Ingegneria informatica S.p.A., Lecce, Italy; Engineering-Ingegneria informatica S.p.A., Lecce, Italy; Engineering-Ingegneria informatica S.p.A., Lecce, Italy; Engineering-Ingegneria informatica S.p.A., Lecce, Italy; Engineering-Ingegneria informatica S.p.A., Lecce, Italy; Engineering-Ingegneria informatica S.p.A., Lecce, Italy","2018 3rd International Conference on Smart and Sustainable Technologies (SpliTech)","","2018","","","1","7","","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8448350","Security and Privacy for Iot;Privacy Challenges;Personal Data Storage;Blockchain application;Profile management","Data protection;Tools;History;Contracts;Cryptography","","","","","","","","","","","","IEEE","IEEE Conferences"
"Distributed ledger technology for decentralization of manufacturing processes","M. Isaja; J. Soldatos","Research & Development Unit, Engineering Ingegneria Informatica (ENG), Rome, Italy; IoT Group, Athens Information Technology (AIT), Maroussi, Greece","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","696","701","","","","10.1109/ICPHYS.2018.8390792","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390792","DLT;Blockchain;Manufacturing;ICPS;Decentralization","Peer-to-peer computing;Bitcoin;Iterative closest point algorithm;Stakeholders","cyber-physical systems;manufacturing processes;production engineering computing;trusted computing","DLT;B2B;personal relationships;commercial relationships;decentralized computing;distributed ledger technology;industrial cyber-physical systems;manufacturing processes decentralization;B2C","","","","","","","","","","IEEE","IEEE Conferences"
"Towards Model-Driven Engineering of Smart Contracts for Cyber-Physical Systems","P. Garamvölgyi; I. Kocsis; B. Gehl; A. Klenik","NA; NA; NA; NA","2018 48th Annual IEEE/IFIP International Conference on Dependable Systems and Networks Workshops (DSN-W)","","2018","","","134","139","","","","10.1109/DSN-W.2018.00052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8416237","blockchain;Model Driven Engineering;smart contracts;Ethereum","Contracts;Unified modeling language;Cryptocurrency;Cyber-physical systems","contracts;data privacy;electronic money;financial data processing","model-driven engineering;cyber-physical systems;correct contracts;resilient smart contracts;cryptocurrency-based contracts;cyber-physical system elements;distributed ledger technologies","","","","","","","","","","IEEE","IEEE Conferences"
"Virtualization for Distributed Ledger Technology (vDLT)","F. R. Yu; J. Liu; Y. He; P. Si; Y. Zhang","Department of Systems and Computer Engineering, Carleton University, Ottawa, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, Canada; Beijing Advanced Innovation Center for Future Internet Technology, Beijing University of Technology, Beijing, China; Beijing Advanced Innovation Center for Future Internet Technology, Beijing University of Technology, Beijing, China","IEEE Access","","2018","6","","25019","25028","","","","10.1109/ACCESS.2018.2829141","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8344824","Distributed ledger technology (DLT);blockchain;directed acyclic graph (DAG);virtualization","Virtualization;Internet;Computer architecture;Hardware;Software;Cryptography","cryptography;Internet;virtualisation","distributed ledger technology;vDLT;crypto-currencies;economic systems;social systems;virtualization approach;Internet","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Commercial Property Tokenizing With Smart Contracts","A. Norta; C. Fernandez; S. Hickmott","Large-Scale-Systems Group, Tallinn University of Technology, Tallinn, 19086, Estonia; Blockgemini, Dubai, UAE; Evarei and Evareium, Downtown Dubai, UAE","2018 International Joint Conference on Neural Networks (IJCNN)","","2018","","","1","8","","","","10.1109/IJCNN.2018.8489534","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8489534","Commercial property;tokenize;real-estate investment fund;smart contracts;blockchains;institution retail investors","Investment;Unified modeling language;Stakeholders;Contracts;Crowdsourcing;Electronic mail","","","","","","","","","","","","IEEE","IEEE Conferences"
"Energy-Efficient Distributed Network Architecture for Edge Computing","P. K. Sharma; S. Rathore; Y. Jeong; J. H. Park","NA; NA; NA; NA","IEEE Communications Magazine","","2018","PP","99","2","9","","","","10.1109/MCOM.2018.1700822","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8469810","","Computer architecture;Edge computing;Computational modeling;Real-time systems;Bandwidth;Network architecture","","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"An encryption approach using Information Fusion techniques involving prime numbers and Face Biometrics","G. Iovane; C. Bisogni; L. De Maio; M. Nappi","Universita degli Studi di Salerno Facolta di Scienze Matematiche Fisiche e Naturali, 385891 Fisciano, Salerno Italy 84084 (e-mail: giovane@unisa.it); Informatica, Universita degli Studi di Salerno Facolta di Scienze Matematiche Fisiche e Naturali, 385891 Fisciano, Salerno Italy 84084 (e-mail: cbisogni@unisa.it); Informatica, BSCube s.r.l., Nocera Inferiore, salerno Italy (e-mail: luigi.demaio@gmail.com); Dipartimento di Matematica e Informatica, University of Salerno, Salerno, Salerno Italy (e-mail: mnappi@unisa.it)","IEEE Transactions on Sustainable Computing","","2018","PP","99","1","1","","","","10.1109/TSUSC.2018.2793466","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8259031","","Biometrics (access control);Face;Cryptography;Sensors;Estimation;Online banking","","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"A Fully Digital Physical Unclonable Function Based Temperature Sensor for Secure Remote Sensing","Y. Cao; Y. Guo; B. Liu; W. Ge; M. Zhu; C. Chang","NA; NA; NA; NA; NA; NA","2018 27th International Conference on Computer Communication and Networks (ICCCN)","","2018","","","1","8","","","","10.1109/ICCCN.2018.8487347","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8487347","","Temperature sensors;Temperature measurement;Telemetry;Inverters;Oscillators;Temperature dependence","","","","","","","","","","","","IEEE","IEEE Conferences"
"Verified Time","A. Stavrou; J. Voas","George Mason University; IEEE Fellow","Computer","","2017","50","3","78","82","","","","10.1109/MC.2017.63","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7888429","security;blockchains;timestamping;timestamping authority;TSA;Internet of Things;IoT","","cryptographic protocols;trusted computing","secure timestamping system;trustworthiness factor;accuracy factor;trusted centralized timestamping authorities;open-decentralized blockchain protocols","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Special Section on ITS Services to Smart City Context [Guest Editorial]","L. F. Herrera-Quintero; J. J. Samper-Zapater; M. Svitek; W. David","Ministry of Transportation, Universidad Piloto de Colombia, Colombia; Computer Sciences, University of Valencia, Spain; Czech Technical University, Prague, Czech Republic; Ministry of Transportation, Universidad Piloto de Colombia, Colombia","IEEE Intelligent Transportation Systems Magazine","","2018","10","2","4","5","","","","10.1109/MITS.2018.2811449","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8344803","","Special issues and sections;Intelligent transportation systems;Technology forecasting;History;Smart cities;Internet of Things;Market opportunities;Cloud computing;Transportation","","","","","","","","","","","","IEEE","IEEE Journals & Magazines"
